date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:48:55	13097/13097	---M--	200	added ('OK')	image/png	etag:%2261c846e9-3329%22	https://prium.github.io/elixir/v3.0.0/assets/img/client3.png	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/client3.png	(from https://prium.github.io/elixir/v3.0.0/)
13:48:56	3479/3479	---M--	200	added ('OK')	image/png	etag:%2261c846e9-d97%22	https://prium.github.io/elixir/v3.0.0/assets/img/partner/logo2.png	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/partner/logo2.png	(from https://prium.github.io/elixir/v3.0.0/)
13:48:56	1443/1443	---M--	200	added ('OK')	image/png	etag:%2261c846e9-5a3%22	https://prium.github.io/elixir/v3.0.0/assets/img/partner/logo1.png	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/partner/logo1.png	(from https://prium.github.io/elixir/v3.0.0/)
13:48:56	1553/1553	---M--	200	added ('OK')	image/png	etag:%2261c846e9-611%22	https://prium.github.io/elixir/v3.0.0/assets/img/partner/logo6.png	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/partner/logo6.png	(from https://prium.github.io/elixir/v3.0.0/)
13:48:56	3178/3178	---M--	200	added ('OK')	image/png	etag:%2261c846e9-c6a%22	https://prium.github.io/elixir/v3.0.0/assets/img/partner/logo3.png	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/partner/logo3.png	(from https://prium.github.io/elixir/v3.0.0/)
13:48:56	1207/1207	---M--	200	added ('OK')	image/png	etag:%2261c846e9-4b7%22	https://prium.github.io/elixir/v3.0.0/assets/img/partner/logo5.png	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/partner/logo5.png	(from https://prium.github.io/elixir/v3.0.0/)
13:48:57	2919/2919	---M--	200	added ('OK')	image/png	etag:%2261c846e9-b67%22	https://prium.github.io/elixir/v3.0.0/assets/img/partner/logo4.png	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/partner/logo4.png	(from https://prium.github.io/elixir/v3.0.0/)
13:48:57	134390/134390	---M--	200	added ('OK')	image/jpeg	etag:%2261c846e9-20cf6%22	https://prium.github.io/elixir/v3.0.0/assets/img/9.jpg	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/9.jpg	(from https://prium.github.io/elixir/v3.0.0/)
13:48:57	174190/174190	---M--	200	added ('OK')	image/jpeg	etag:%2261c846e9-2a86e%22	https://prium.github.io/elixir/v3.0.0/assets/img/10.jpg	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/10.jpg	(from https://prium.github.io/elixir/v3.0.0/)
13:48:58	149654/149654	---M--	200	added ('OK')	image/jpeg	etag:%2261c846e9-24896%22	https://prium.github.io/elixir/v3.0.0/assets/img/11.jpg	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/11.jpg	(from https://prium.github.io/elixir/v3.0.0/)
13:48:58	641/641	---M--	200	added ('OK')	image/png	etag:%2261c846e9-281%22	https://prium.github.io/elixir/v3.0.0/assets/img/logo-light.png	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/logo-light.png	(from https://prium.github.io/elixir/v3.0.0/)
13:48:58	19043/19043	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-4a63%22	https://prium.github.io/elixir/v3.0.0/vendors/popper/popper.min.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/popper/popper.min.js	(from https://prium.github.io/elixir/v3.0.0/)
13:48:58	59219/59219	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-e753%22	https://prium.github.io/elixir/v3.0.0/vendors/bootstrap/bootstrap.min.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/bootstrap/bootstrap.min.js	(from https://prium.github.io/elixir/v3.0.0/)
13:48:58	13181/13181	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-337d%22	https://prium.github.io/elixir/v3.0.0/vendors/is/is.min.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/is/is.min.js	(from https://prium.github.io/elixir/v3.0.0/)
13:48:58	23990/23990	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-5db6%22	https://prium.github.io/elixir/v3.0.0/vendors/bigpicture/BigPicture.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/bigpicture/BigPicture.js	(from https://prium.github.io/elixir/v3.0.0/)
13:48:59	10814/10814	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-2a3e%22	https://prium.github.io/elixir/v3.0.0/vendors/countup/countUp.umd.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/countup/countUp.umd.js	(from https://prium.github.io/elixir/v3.0.0/)
13:48:59	135676/135676	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-211fc%22	https://prium.github.io/elixir/v3.0.0/vendors/swiper/swiper-bundle.min.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/swiper/swiper-bundle.min.js	(from https://prium.github.io/elixir/v3.0.0/)
13:48:59	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-11d37%22	https://prium.github.io/elixir/v3.0.0/vendors/lodash/lodash.min.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/lodash/lodash.min.js	(from https://prium.github.io/elixir/v3.0.0/)
13:48:59	1196706/1196706	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-1242a2%22	https://prium.github.io/elixir/v3.0.0/vendors/fontawesome/all.min.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/fontawesome/all.min.js	(from https://prium.github.io/elixir/v3.0.0/)
13:49:00	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-15da%22	https://prium.github.io/elixir/v3.0.0/vendors/imagesloaded/imagesloaded.pkgd.min.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/imagesloaded/imagesloaded.pkgd.min.js	(from https://prium.github.io/elixir/v3.0.0/)
13:49:00	156770/156770	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-26462%22	https://prium.github.io/elixir/v3.0.0/vendors/gsap/gsap.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/gsap/gsap.js	(from https://prium.github.io/elixir/v3.0.0/)
13:49:00	18448/18448	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-4810%22	https://prium.github.io/elixir/v3.0.0/vendors/gsap/customEase.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/vendors/gsap/customEase.js	(from https://prium.github.io/elixir/v3.0.0/)
13:49:01	63861/63861	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261c846e9-f975%22	https://prium.github.io/elixir/v3.0.0/assets/js/theme.js	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/js/theme.js	(from https://prium.github.io/elixir/v3.0.0/)
13:49:01	949/949	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2261c846e9-3b5%22	https://prium.github.io/elixir/v3.0.0/assets/img/icon-quote.svg	C:/Users/paulo/Desktop/viajante_blindado/prium.github.io/elixir/v3.0.0/assets/img/icon-quote.svg	(from https://prium.github.io/elixir/v3.0.0/assets/css/theme.min.css)
13:49:02	9365/9365	---M--	200	added ('OK')	image/jpeg	etag:%221375841781%22	https://img.youtube.com/vi/hPCotoawhk0/maxresdefault.jpg	C:/Users/paulo/Desktop/viajante_blindado/img.youtube.com/vi/hPCotoawhk0/maxresdefault.jpg	(from https://prium.github.io/elixir/v3.0.0/homes/header-youtube-video.html)
